file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,elongation,A3,D1,D2,D3,D4
m541.obj,Vase,1.7801,1.2704,1.1879,0.0183,0.4383,0.025,1.3822,0.1499,0.0082,0.0368,0.0025,0.0046,0.0103
m538.obj,Vase,3.1114,2.6097,0.0525,0.0118,1.3296,0.7286,1.7187,0.1184,0.0067,0.0147,0.0041,0.004,0.0076
m529.obj,Vase,3.5986,3.8999,0.47,0.0099,3.2448,0.6277,1.7187,0.1067,0.0062,0.0138,0.0072,0.0076,0.0101
m527.obj,Vase,2.1692,1.7252,2.5091,0.0193,0.7827,0.036,1.3575,0.114,0.0064,0.0176,0.003,0.0048,0.0107
m532.obj,Vase,0.0838,0.1416,0.7293,0.0251,0.1465,0.4546,1.4883,0.5675,0.0036,0.0051,0.0057,0.0033,0.0042
m542.obj,Vase,2.2557,1.7221,1.936,0.0124,0.7113,0.3472,1.7187,0.0106,0.0065,0.0149,0.0026,0.0024,0.003
D00701.obj,Violin,0.8001,0.6612,0.4992,2.0737,0.3125,1.1476,0.1516,1.3715,0.0217,0.0126,0.0094,0.0083,0.0177
D00891.obj,Violin,0.6502,0.5219,0.5024,0.6712,0.2268,1.6783,0.8503,2.0015,0.0164,0.0113,0.0102,0.0034,0.0132
D00993.obj,Violin,0.6899,0.5099,0.4768,0.1882,0.1311,0.6995,0.7805,1.6102,0.0127,0.0054,0.0055,0.0074,0.0123
D00349.obj,Violin,0.4056,0.2473,2.2866,0.3518,0.0176,0.7434,0.903,1.689,0.0139,0.0088,0.0076,0.0049,0.0124
D00602.obj,Violin,0.7443,0.6189,0.407,0.4863,0.301,0.9034,0.4141,1.9213,0.0141,0.006,0.0058,0.0069,0.0151
D00506.obj,Violin,0.641,0.5128,0.5543,0.4739,0.2202,0.8381,0.6092,1.1116,0.0139,0.0072,0.006,0.0066,0.0143
D00376.obj,Violin,0.7481,0.6085,0.1349,0.809,0.2734,1.1397,0.325,1.7918,0.0162,0.0083,0.0084,0.006,0.0127
m747.obj,Wheel,0.6209,0.6578,0.3928,0.13,0.5079,1.6309,1.7187,0.151,0.0025,0.0093,0.0093,0.005,0.0049
m746.obj,Wheel,1.452,1.329,0.1215,0.0102,0.8058,0.2868,1.7187,0.1476,0.005,0.0175,0.0065,0.0072,0.0054
m744.obj,Wheel,2.5055,2.1436,0.4996,0.0003,1.1376,0.9119,1.7187,0.1508,0.0048,0.0111,0.0061,0.0043,0.0053
m740.obj,Wheel,3.515,3.1782,0.2945,0.0009,1.8836,1.0797,1.7187,0.1455,0.0048,0.0193,0.0075,0.0062,0.0076
m738.obj,Wheel,1.2651,1.0796,0.1495,0.011,0.5696,0.2095,1.7187,0.1509,0.0027,0.0144,0.0073,0.0059,0.0044
m735.obj,Wheel,0.0718,0.2796,0.5005,1.5224,0.4802,1.562,0.9483,0.1511,0.0045,0.0294,0.0112,0.0112,0.0131
D00526.obj,WheelChair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00499.obj,WheelChair,0.0605,0.0807,0.3953,0.0043,0.0746,0.2031,0.6404,0.1799,0.0022,0.0044,0.0032,0.0016,0.0019
D00720.obj,WheelChair,0.2376,0.2176,0.2214,0.0047,0.1317,0.4459,1.4878,0.4475,0.003,0.0042,0.0016,0.0021,0.0013
D00846.obj,WheelChair,0.0237,0.0087,0.2593,0.0016,0.0084,0.0765,0.3768,0.0349,0.0028,0.0056,0.0034,0.0042,0.0071
D00365.obj,WheelChair,0.2803,0.2395,0.1851,0.0169,0.1266,0.115,0.1804,0.0164,0.004,0.0066,0.0048,0.0032,0.0042
D00070.obj,WheelChair,0.4442,0.3722,0.0208,0.0048,0.1886,0.349,1.6866,0.2039,0.0033,0.0026,0.002,0.002,0.0025
D00088.obj,WheelChair,0.0306,0.0404,0.1113,0.0048,0.038,0.1019,0.4386,0.1092,0.0032,0.0052,0.0025,0.0028,0.002
